Song,Movie,Link,id
Adagio in G Minor,The Assassination of Gianni Versace: American Crime Story (Original Television Soundtrack),https://api.spotify.com/v1/tracks/43IlLTQRCSHoVBIK06ordL,43IlLTQRCSHoVBIK06ordL
Becoming Spider-Man,The Amazing Spider-Man (Music from the Motion Picture),https://api.spotify.com/v1/tracks/5SIAjne84H7QzKh1BQ5rnO,5SIAjne84H7QzKh1BQ5rnO
Portals,Avengers: Endgame (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0OVtnS3l4vThGxkdqCxN6K,0OVtnS3l4vThGxkdqCxN6K
Infinity War,Avengers: Infinity War (Original Motion Picture Soundtrack / Deluxe Edition),https://api.spotify.com/v1/tracks/51Amo7fyI2jL3sf2UgX75i,51Amo7fyI2jL3sf2UgX75i
The Jedi Steps and Finale,Star Wars: El Despertar de la Fuerza (Banda Sonora Original),https://api.spotify.com/v1/tracks/165WSe6je7R40ei8JJEBzx,165WSe6je7R40ei8JJEBzx
Meeting Bruce Wayne,Joker (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5HaKAODFS4Md49bVyYSp1y,5HaKAODFS4Md49bVyYSp1y
Arrival of the Birds,The Crimson Wing: Mystery Of The Flamingos,https://api.spotify.com/v1/tracks/1xRCmlU2GyzGem2vw4glxK,1xRCmlU2GyzGem2vw4glxK
"Paint It, Black",Westworld: Season 1 (Music from the HBO Series),https://api.spotify.com/v1/tracks/6rSVuRt7xl4GsEQv4tphSl,6rSVuRt7xl4GsEQv4tphSl
Una Mattina,Una Mattina,https://api.spotify.com/v1/tracks/0Dkibk70FDp6t7eOZNemNQ,0Dkibk70FDp6t7eOZNemNQ
Sixteen Hundred Men,1917 (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/5xBaAekZUVaLlHjYfXDoVZ,5xBaAekZUVaLlHjYfXDoVZ
Statues,"Harry Potter and the Deathly Hallows, Pt. 2 (Original Motion Picture Soundtrack)",https://api.spotify.com/v1/tracks/2AFFaiIlripSpcTYZXNL7f,2AFFaiIlripSpcTYZXNL7f
The Tale Of Viktor Navorski - The Terminal/Soundtrack Version,The Terminal,https://api.spotify.com/v1/tracks/0GY3drHQDit4o0qZisYNI9,0GY3drHQDit4o0qZisYNI9
The Man in the Iron Mask,Cinemagic 28,https://api.spotify.com/v1/tracks/1crKfeUVN4n3t6auzDuqIo,1crKfeUVN4n3t6auzDuqIo
Dance of the Druids (feat. Raya Yarbrough),"Outlander: Season 1, Vol. 1 (Original Television Soundtrack)",https://api.spotify.com/v1/tracks/39IOkz6LpC1qc5Wnt0T07r,39IOkz6LpC1qc5Wnt0T07r
Le centaure,Astérix: Le secret de la potion magique (Original Motion Picture Soundrack),https://api.spotify.com/v1/tracks/0J7NnVQtDgLhrwg08pWDlf,0J7NnVQtDgLhrwg08pWDlf
Once Upon a Time in the West - Main Theme,Once Upon a Time in the West (Original Motion Picture Soundtrack) [Remastered],https://api.spotify.com/v1/tracks/0c89GbbUO3degznx9eYrq0,0c89GbbUO3degznx9eYrq0
Wakanda,Black Panther (Original Score),https://api.spotify.com/v1/tracks/2mjbf9ZvCoYqTi0RZ2FTUJ,2mjbf9ZvCoYqTi0RZ2FTUJ
Mi Madrugá,Esperanza,https://api.spotify.com/v1/tracks/0Ywt6OMDOg41b2WYW96nCp,0Ywt6OMDOg41b2WYW96nCp
Caridad,Caridad,https://api.spotify.com/v1/tracks/33Tn49DTO71mcsZ9aNRPkF,33Tn49DTO71mcsZ9aNRPkF
You're X-Men / End Titles,X-Men: Apocalypse (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3lW6xN7TVXPE9VbLOpsUiO,3lW6xN7TVXPE9VbLOpsUiO
United Nations / End Titles,Black Panther (Original Score),https://api.spotify.com/v1/tracks/1vIXp4rlWChyPTSA3ZgsXa,1vIXp4rlWChyPTSA3ZgsXa
The Mandalorian,The Mandalorian: Chapter 1 (Original Score),https://api.spotify.com/v1/tracks/6tJFtthY0rI1x06qb8NjK0,6tJFtthY0rI1x06qb8NjK0
Stuff We Did,Up (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/19blFYzqmPj7FtW7W4DFEl,19blFYzqmPj7FtW7W4DFEl
Kiss & Vinegar,Ratatouille (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2iqyuQzjTIyz0eTBc4oIer,2iqyuQzjTIyz0eTBc4oIer
El Siglo de Oro (feat. London Voices),El Sueño de Toledo,https://api.spotify.com/v1/tracks/0yLsq17V4vAtHDK3IniOps,0yLsq17V4vAtHDK3IniOps
Guerra por la Libertad (feat. Richard Harvey & London Voices),El Sueño de Toledo,https://api.spotify.com/v1/tracks/1JbCHa93WTemX7A2IzlSkG,1JbCHa93WTemX7A2IzlSkG
El Final (feat. London Voices),El Sueño de Toledo,https://api.spotify.com/v1/tracks/3GjhxPxouGCXbybBsVzp9w,3GjhxPxouGCXbybBsVzp9w
"Moon River (From ""Breakfast At Tiffany's"")",Deluxe: Moon River (Breakfast At Tiffany's) - Single,https://api.spotify.com/v1/tracks/3LFKFavtasq4p8raPft8iI,3LFKFavtasq4p8raPft8iI
Tequila (Original),Tequila,https://api.spotify.com/v1/tracks/14bUqUj1EUnQabWeAqnj39,14bUqUj1EUnQabWeAqnj39
Gabriel's Oboe,The Mission: Music From The Motion Picture,https://api.spotify.com/v1/tracks/6opPrJUpq4Pl5c84eCwLmo,6opPrJUpq4Pl5c84eCwLmo
Twist and Shout - Live,Live At the Alte Oper Frankfurt,https://api.spotify.com/v1/tracks/00ZCElwOKMH7xuBwfLw9Qn,00ZCElwOKMH7xuBwfLw9Qn
9 To 5,Dolly Parton Slipcase,https://api.spotify.com/v1/tracks/5UWYJWoVXRpaLuzzXmHqg8,5UWYJWoVXRpaLuzzXmHqg8
Johnny B Goode,"All The '50s Hits, Vol. 2",https://api.spotify.com/v1/tracks/1KOlMJz1EItKnYce0n5gEQ,1KOlMJz1EItKnYce0n5gEQ
"Everybody's Talkin' - From ""Midnight Cowboy""",Everybody's Talkin': The Very Best of Harry Nilsson,https://api.spotify.com/v1/tracks/7CAhxeaTYXn1qWNRkZl9ad,7CAhxeaTYXn1qWNRkZl9ad
Stand by Me (Re-Recorded),Good Morning Vietnam - Music & Words Of The '60s,https://api.spotify.com/v1/tracks/2rxIOjhXToXcnFc5uATd1D,2rxIOjhXToXcnFc5uATd1D
Raindrops Keeps Falling on My Head,Raindrops Keeps Falling on My Head and More Milion Sellers,https://api.spotify.com/v1/tracks/6kR2qpFoVgfLF9hyPM2rnu,6kR2qpFoVgfLF9hyPM2rnu
Singing In The Rain,Gene Kelly Double Feature - Singing in the Rain & An American in Paris,https://api.spotify.com/v1/tracks/6U8JeS5TniI8oQI9ZWXz57,6U8JeS5TniI8oQI9ZWXz57
"Girl, You'll Be a Woman Soon",Stull,https://api.spotify.com/v1/tracks/7xmW8gsZgihBHkjHA3U8l7,7xmW8gsZgihBHkjHA3U8l7
Streets of Philadelphia,The Essential Bruce Springsteen,https://api.spotify.com/v1/tracks/6TVfRcgeZJFZ6563OhFVE2,6TVfRcgeZJFZ6563OhFVE2
The Crying Game,Greatest Moments,https://api.spotify.com/v1/tracks/68UpyQnvIOZmzWZdQXbVux,68UpyQnvIOZmzWZdQXbVux
Kiss Me,6 PICKS: Essential Radio Hits EP,https://api.spotify.com/v1/tracks/75fuzn623bYyKISKlFHdCw,75fuzn623bYyKISKlFHdCw
Always Look On The Bright Side Of Life,The Ultimate Monty Python Rip Off,https://api.spotify.com/v1/tracks/0MFoWrqSGZs0x4Y156Izuz,0MFoWrqSGZs0x4Y156Izuz
Chariots Of Fire,Chariots Of Fire - The Play,https://api.spotify.com/v1/tracks/6vkjS0qFE5l4LVoW7hsgFd,6vkjS0qFE5l4LVoW7hsgFd
Playground Love (With Gordon Tracks),Virgin Suicides,https://api.spotify.com/v1/tracks/5iGf8QFnltrfTCxT5u6YI4,5iGf8QFnltrfTCxT5u6YI4
"Beautiful That Way - Theme From The Motion Picture ""La Vita E Bella""",Blue Touches Blue,https://api.spotify.com/v1/tracks/2JDI1bO77h8qHKwNYs6MgY,2JDI1bO77h8qHKwNYs6MgY
Unchained Melody,Rock N' Roll Legends,https://api.spotify.com/v1/tracks/2ACjOtICHXrAlP3ijVMSvb,2ACjOtICHXrAlP3ijVMSvb
"Your Song - From ""Moulin Rouge"" Soundtrack",Moulin Rouge,https://api.spotify.com/v1/tracks/1UmIWsuzcitp1VhsEKviJZ,1UmIWsuzcitp1VhsEKviJZ
Wild Theme,Music From Local Hero,https://api.spotify.com/v1/tracks/3y4PR76Jfpt1grXViXwWoh,3y4PR76Jfpt1grXViXwWoh
Walking On Sunshine,The Best Of Katrina and the Waves,https://api.spotify.com/v1/tracks/7CgoQHvMEgePFAzSwWSPFh,7CgoQHvMEgePFAzSwWSPFh
Perfect Day,Perfect Day,https://api.spotify.com/v1/tracks/3egOYMcML1gY2yM9GOvuXU,3egOYMcML1gY2yM9GOvuXU
Eye of the Tiger,The Rocky Story,https://api.spotify.com/v1/tracks/5X9mQ7bV2wY5S9uIZsasbs,5X9mQ7bV2wY5S9uIZsasbs
Another Brick In The Wall - 2001 Remastered Version,Echoes - The Best Of Pink Floyd,https://api.spotify.com/v1/tracks/1sFwkwBRBWtRk3ZxiWcVQE,1sFwkwBRBWtRk3ZxiWcVQE
"Up Where We Belong - From ""An Officer And A Gentleman"" Soundtrack",Total Love,https://api.spotify.com/v1/tracks/6jgAACseKaxgHXR6FBMcv6,6jgAACseKaxgHXR6FBMcv6
Mrs. Robinson,The Collection,https://api.spotify.com/v1/tracks/6J1sj9dcEM91H80NIz1Gpo,6J1sj9dcEM91H80NIz1Gpo
"Take My Breath Away - Love Theme from ""Top Gun""",Top Gun Deluxe Edition,https://api.spotify.com/v1/tracks/1AAEWUVZpew24mP6nC1IU5,1AAEWUVZpew24mP6nC1IU5
We Don't Need Another Hero (Thunderdome),Tina!,https://api.spotify.com/v1/tracks/7Mz9qPB9hp1rXBgXvrVAST,7Mz9qPB9hp1rXBgXvrVAST
Layla,Unplugged,https://api.spotify.com/v1/tracks/4fvTMIZhXaaLokgmo4uMqF,4fvTMIZhXaaLokgmo4uMqF
Don't You (Forget About Me) - 2001 Remastered Version,Pure Hits,https://api.spotify.com/v1/tracks/7jtGa7FmUx7YxTbiy6tEsX,7jtGa7FmUx7YxTbiy6tEsX
You Can Leave Your Hat On - Live,Joe Cocker Live,https://api.spotify.com/v1/tracks/6PhLdR6pEjtiVSkRYInYCP,6PhLdR6pEjtiVSkRYInYCP
Diamonds Are A Girls Best Friend (Swing Cats Mix),Rockabilly Madness,https://api.spotify.com/v1/tracks/21gMnaGc3nvC8bawxeCCGs,21gMnaGc3nvC8bawxeCCGs
Shape Of My Heart,Ten Summoner's Tales,https://api.spotify.com/v1/tracks/2vdId18EePzFhwfp4ryqFq,2vdId18EePzFhwfp4ryqFq
"My Heart Will Go On - Love Theme from ""Titanic""",The Essential,https://api.spotify.com/v1/tracks/10FDe9pBsBOAwsxFm4IMuq,10FDe9pBsBOAwsxFm4IMuq
Stayin' Alive - Remastered Version,Number Ones,https://api.spotify.com/v1/tracks/3LmpQiFNgFCnvAnhhvKUyI,3LmpQiFNgFCnvAnhhvKUyI
Kiss from a Rose,Best 1991 - 2004,https://api.spotify.com/v1/tracks/0z5E34e7ZT3XKMYQNXh6tH,0z5E34e7ZT3XKMYQNXh6tH
Building The Barn,Witness,https://api.spotify.com/v1/tracks/774iDJwGsNnPLNzeeEm8pe,774iDJwGsNnPLNzeeEm8pe
As Time Goes By,Coming Around Again,https://api.spotify.com/v1/tracks/0jQ3hZmmJEZ48F3l4Eu71h,0jQ3hZmmJEZ48F3l4Eu71h
"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Bon Jovi Greatest Hits - The Ultimate Collection (Int'l Deluxe Package),https://api.spotify.com/v1/tracks/6Dwy69C8556LxhPlKAMD1K,6Dwy69C8556LxhPlKAMD1K
Bohemian Rhapsody - 2011 Remaster,Greatest Hits (2011 Remaster),https://api.spotify.com/v1/tracks/1pwE0jB6MTtTWx8fzqriAj,1pwE0jB6MTtTWx8fzqriAj
Tiny Dancer,Rocket Man (Deluxe Edition),https://api.spotify.com/v1/tracks/0a93gOQyRFfc2tVtup7JVP,0a93gOQyRFfc2tVtup7JVP
You Can't Always Get What You Want,Let It Bleed,https://api.spotify.com/v1/tracks/72WZtWs6V7uu3aMgMmEkYe,72WZtWs6V7uu3aMgMmEkYe
Belle,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/6A1Dzh6bMR2JcIARgJNHB0,6A1Dzh6bMR2JcIARgJNHB0
"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",The Lion King,https://api.spotify.com/v1/tracks/5E8yddtSG3sH4hw2SfwcgW,5E8yddtSG3sH4hw2SfwcgW
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/600HVBpzF1WfBdaRwbEvLz,600HVBpzF1WfBdaRwbEvLz
"For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2fKpTXKdpvi5BqH7leAUEU,2fKpTXKdpvi5BqH7leAUEU
"A Whole New World - From ""Aladdin"" / Soundtrack Version",Aladdin Special Edition,https://api.spotify.com/v1/tracks/1hwdPQtFHISvZ9SXMkNrIK,1hwdPQtFHISvZ9SXMkNrIK
"We're All In This Together - From ""High School Musical""/Soundtrack Version",High School Musical,https://api.spotify.com/v1/tracks/0cqNGWvuukhCiKvEX7utys,0cqNGWvuukhCiKvEX7utys
A Dream Is a Wish Your Heart Makes,Cinderella (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3s6nfqfT6kyLBT10vs0M4l,3s6nfqfT6kyLBT10vs0M4l
Stick to the Status Quo,High School Musical Original Soundtrack,https://api.spotify.com/v1/tracks/5g4PnVWVKKAVVOjuXE5uYW,5g4PnVWVKKAVVOjuXE5uYW
We're All In This Together,High School Musical Original Soundtrack,https://api.spotify.com/v1/tracks/5t5LFepMdws4nudg1EiWdd,5t5LFepMdws4nudg1EiWdd
What Time Is It,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/38oHr9Ujk0tSBa0W71vVGJ,38oHr9Ujk0tSBa0W71vVGJ
Fabulous,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/6wgQdBucsTofex57f3Rxnz,6wgQdBucsTofex57f3Rxnz
Work This Out,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/5NWvMVbCMyrbnnGy3pTYUB,5NWvMVbCMyrbnnGy3pTYUB
You Are the Music in Me,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/6J56LY7Gbht6At3hv8HA5E,6J56LY7Gbht6At3hv8HA5E
I Don't Dance,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/2OFpzfsXAvTOKJtvEkiqMP,2OFpzfsXAvTOKJtvEkiqMP
Bet On It,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/7B3vUR9LHYC6dt2wXKrmvI,7B3vUR9LHYC6dt2wXKrmvI
All For One,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/5Trxu4n7NaNqIb77JW8K9B,5Trxu4n7NaNqIb77JW8K9B
Everyday,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/4YMOFZFfDxiCd9p1q8RF0v,4YMOFZFfDxiCd9p1q8RF0v
HUMUHUMUNUKUNUKUAPUA'A,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/3I69X9xlqNqAvX8BonwZ55,3I69X9xlqNqAvX8BonwZ55
Gotta Go My Own Way,High School Musical 2 Original Soundtrack,https://api.spotify.com/v1/tracks/0moS6k1E4YNbkG4Dxet8ZH,0moS6k1E4YNbkG4Dxet8ZH
Sta Paraat,De Leeuwekoning Speciale Uitvoering,https://api.spotify.com/v1/tracks/2WRV5koUX7RVxNR2ubrV2q,2WRV5koUX7RVxNR2ubrV2q
Rotten to the Core,Descendants (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/2bNxCVI4Fub8BAwr0CQDyd,2bNxCVI4Fub8BAwr0CQDyd
Evil Like Me,Descendants (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/0oe0UYSKAESBUR12I1ESXQ,0oe0UYSKAESBUR12I1ESXQ
What's My Name,Descendants 2 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/53xAT6jud1w0NqlBjSW4VB,53xAT6jud1w0NqlBjSW4VB
If Only,Descendants (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/1mRBJdpIgc3jZH8C3cN2WV,1mRBJdpIgc3jZH8C3cN2WV
Space Between,Descendants 2 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/3N1V03yrqyNPo5A4Fu2Wd7,3N1V03yrqyNPo5A4Fu2Wd7
Ways to Be Wicked,Descendants 2 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/2ziVTVizQdVNC2QhQhNGvg,2ziVTVizQdVNC2QhQhNGvg
You and Me,Descendants 2 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/5AiD2doxfh5xlfkNc63WPV,5AiD2doxfh5xlfkNc63WPV
Queen of Mean,Descendants 3 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/4o05DiC0RQ9DNtGJGauwna,4o05DiC0RQ9DNtGJGauwna
One Kiss,Descendants 3 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/0v2gYvWbmabBYaTlOWi5fi,0v2gYvWbmabBYaTlOWi5fi
Good to Be Bad,Descendants 3 (Original TV Movie Soundtrack),https://api.spotify.com/v1/tracks/1RIYF8NDIIWBvJe4vhQr6y,1RIYF8NDIIWBvJe4vhQr6y
Zomer,Frozen (Originele Nederlandstalige Soundtrack),https://api.spotify.com/v1/tracks/3HLFgil12ImXOp55HOTOPp,3HLFgil12ImXOp55HOTOPp
Lost Boy,Lost Boy,https://api.spotify.com/v1/tracks/4h0zU3O9R5xzuTmNO7dNDU,4h0zU3O9R5xzuTmNO7dNDU
Something There,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/6HaNTjaI6LAvsCinW1PTjK,6HaNTjaI6LAvsCinW1PTjK
You'll Always Find Your Way Back Home,Hannah Montana The Movie,https://api.spotify.com/v1/tracks/12wSL3tGk3MtbDEhfG7xy3,12wSL3tGk3MtbDEhfG7xy3
Nobody's Perfect - From “Hannah Montana 2”,Hannah Montana 2 / Meet Miley Cyrus,https://api.spotify.com/v1/tracks/1GBknQ67DCfKTPms1dw9EW,1GBknQ67DCfKTPms1dw9EW
The Best of Both Worlds: The 2009 Movie Mix,Hannah Montana The Movie,https://api.spotify.com/v1/tracks/7D2q9JnXzNk61lY9vDKnvt,7D2q9JnXzNk61lY9vDKnvt
I'll Always Remember You,Hannah Montana Forever,https://api.spotify.com/v1/tracks/0tldYKX9sQsDs41lJxdcp8,0tldYKX9sQsDs41lJxdcp8
"Feel The Light - From The ""Home"" Soundtrack","Feel The Light (From The ""Home"" Soundtrack)",https://api.spotify.com/v1/tracks/26brA4MdIXmQV52afxi7cX,26brA4MdIXmQV52afxi7cX
How Does A Moment Last Forever (Montmartre),Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/4djxf0cwwU9nI6Jb4SVQyA,4djxf0cwwU9nI6Jb4SVQyA
"Down in New Orleans (Finale) - From ""The Princess and the Frog""/Soundtrack Version",The Princess and the Frog,https://api.spotify.com/v1/tracks/1qH6q58Taljm2MQf6eM0jY,1qH6q58Taljm2MQf6eM0jY
Make It Shine (Victorious Theme) (feat. Victoria Justice),Make It Shine (Victorious Theme) (feat. Victoria Justice),https://api.spotify.com/v1/tracks/3EQ3xbQizgROebPrp8mDf3,3EQ3xbQizgROebPrp8mDf3
Tell Me Something I Don't Know,Another Cinderella Story (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0hB1uwlVqGQCKaFGcTs6Tg,0hB1uwlVqGQCKaFGcTs6Tg
"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Pitch Perfect 2 - Special Edition (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6W5RmgWh46p9RQ4LDezHKE,6W5RmgWh46p9RQ4LDezHKE
How Does A Moment Last Forever,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),https://api.spotify.com/v1/tracks/0CJvw1j88DGbvDhqmjJgc8,0CJvw1j88DGbvDhqmjJgc8
Genie in a Bottle,Genie in a Bottle,https://api.spotify.com/v1/tracks/7o6oQ3TTOAdMe46Hg7ijDh,7o6oQ3TTOAdMe46Hg7ijDh
Party In The U.S.A.,Pitch Perfect Soundtrack,https://api.spotify.com/v1/tracks/1est72o2prNA80flC5ncoN,1est72o2prNA80flC5ncoN
Pool Mashup: Just The Way You Are/Just A Dream,Pitch Perfect Soundtrack,https://api.spotify.com/v1/tracks/3KTqBGgBfT7zzHSSj0gvP5,3KTqBGgBfT7zzHSSj0gvP5
Friends Theme - I'll Be There For You,Friends - I'll Be There For You,https://api.spotify.com/v1/tracks/04ZGCPKzk3RV5WuP9g6CIh,04ZGCPKzk3RV5WuP9g6CIh
Wondering,High School Musical: The Musical: The Series (Original Soundtrack),https://api.spotify.com/v1/tracks/6vGnPFWExk8QXcRmxaoX3e,6vGnPFWExk8QXcRmxaoX3e
All I Want,High School Musical: The Musical: The Series (Original Soundtrack),https://api.spotify.com/v1/tracks/1v6svH1Fyx9C1nIt1mA2DT,1v6svH1Fyx9C1nIt1mA2DT
Boyfriend (feat. Snoop Dogg),Boyfriend (feat. Snoop Dogg),https://api.spotify.com/v1/tracks/6qLl3OmST6aWsEuxePXCPE,6qLl3OmST6aWsEuxePXCPE
"Better in Stereo - From ""Liv and Maddie"" (Theme Song Version)",Disney Channel Play It Loud,https://api.spotify.com/v1/tracks/5syafCXTdoQW0Khv8hG2Wz,5syafCXTdoQW0Khv8hG2Wz
"Wildside - From ""Adventures in Babysitting""","Wildside (From ""Adventures in Babysitting"")",https://api.spotify.com/v1/tracks/0FgzKYAKXRPlu9BEZwYeV0,0FgzKYAKXRPlu9BEZwYeV0
Everything Is Not As It Seems - Series Theme Song,Wizards of Waverly Place,https://api.spotify.com/v1/tracks/5U4wYRHrCRxRP6iQfM824C,5U4wYRHrCRxRP6iQfM824C
This Is Me,Camp Rock OST,https://api.spotify.com/v1/tracks/2JQRlt3HpTCpRvcfDsbwic,2JQRlt3HpTCpRvcfDsbwic
"Shake It Up - From ""Shake It Up""","Shake It Up (From ""Shake It Up"")",https://api.spotify.com/v1/tracks/1oLcpJA9TfwwejiEM9C5gi,1oLcpJA9TfwwejiEM9C5gi
"Starting Over, Starting Now - From ""The Lodge""","Starting Over, Starting Now (From ""The Lodge"")",https://api.spotify.com/v1/tracks/4Wdn48cMpYR60xLAHaRtUe,4Wdn48cMpYR60xLAHaRtUe
Wouldn't Change a Thing,Camp Rock 2: The Final Jam,https://api.spotify.com/v1/tracks/5Alb26b1yQSaZtNxYKhZFC,5Alb26b1yQSaZtNxYKhZFC
Summer Nights - From “Grease”,Grease (The Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/2AVkArcfALVk2X8sfPRzya,2AVkArcfALVk2X8sfPRzya
Try Everything,Zootropolis (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/67Yfu97e4fbf2jKmRzaB6I,67Yfu97e4fbf2jKmRzaB6I
Somewhere Over The Rainbow_What A Wonderful World,Facing Future,https://api.spotify.com/v1/tracks/25U7raB3ZSszayTYClh4hF,25U7raB3ZSszayTYClh4hF
"Superman March - From ""Superman""",John Williams: A Life In Music,https://api.spotify.com/v1/tracks/698MThS6S3IyUNWTuRyfqg,698MThS6S3IyUNWTuRyfqg
Thor: Ragnarok,Thor: Ragnarok (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/4Jm9RwZ2C46J06ARRllUs5,4Jm9RwZ2C46J06ARRllUs5
Theme from Ant-Man,Ant-Man (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6yNPVGljyzMYTxEhL6fLBg,6yNPVGljyzMYTxEhL6fLBg
Wonder Woman Main Theme,Wonder Woman Main Theme,https://api.spotify.com/v1/tracks/6x2B0LnddEcAReI99h70iv,6x2B0LnddEcAReI99h70iv
Mission: Impossible Theme,Mission: Impossible III (Music From The Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/3i62MZ61GygVq952yYGbJZ,3i62MZ61GygVq952yYGbJZ
The Imperial March (Darth Vader's Theme),Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6qTJtlUrLTrZLUuS81SPI7,6qTJtlUrLTrZLUuS81SPI7
Marvel Studios Fanfare,Marvel Studios Fanfare,https://api.spotify.com/v1/tracks/5h7gTOozHXd9T8zUAdG74s,5h7gTOozHXd9T8zUAdG74s
"Flying Theme - From ""E.T""",John Williams: A Life In Music,https://api.spotify.com/v1/tracks/4hbNZBElPjwCdfzYkJcTR2,4hbNZBElPjwCdfzYkJcTR2
"Shark Theme - From ""Jaws""",John Williams: A Life In Music,https://api.spotify.com/v1/tracks/4eyCab8xb3AzWJfrgwU5jC,4eyCab8xb3AzWJfrgwU5jC
Ghostbusters,Ghostbusters (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/6QGI6v91UlqSytTDVKZIUP,6QGI6v91UlqSytTDVKZIUP
"Overture - Mary Poppins - Instrumental / From ""Mary Poppins"" / Soundtrack Version",Mary Poppins,https://api.spotify.com/v1/tracks/3hBclBMqepkBXic1rV0YSK,3hBclBMqepkBXic1rV0YSK
The Name's Bond... James Bond,Casino Royale,https://api.spotify.com/v1/tracks/52cYivJcryreRplexrYTlC,52cYivJcryreRplexrYTlC
Catch Me If You Can - Catch Me If You Can / Soundtrack,Catch Me If You Can,https://api.spotify.com/v1/tracks/4x3RvT7x6HpUlhyjeEEJyt,4x3RvT7x6HpUlhyjeEEJyt
Discombobulate,Sherlock Holmes (Original Motion Picture Soundtrack),https://api.spotify.com/v1/tracks/0Wel6UModISczHwHHrdoNq,0Wel6UModISczHwHHrdoNq
Universal Studios Fanfare - Main Theme,Universal Studios Fanfare - Main Theme,https://api.spotify.com/v1/tracks/6ko9w38zHQYMC9zEtdU6vT,6ko9w38zHQYMC9zEtdU6vT
Main Title,Spider-Man - Original Motion Picture Score,https://api.spotify.com/v1/tracks/0U6lmEhmRVptZAX7HrauqG,0U6lmEhmRVptZAX7HrauqG
Mission Impossible Fallout - Main Theme,Mission Impossible Fallout - Main Theme,https://api.spotify.com/v1/tracks/2lwrExCfuGpPG6sUPpOCcl,2lwrExCfuGpPG6sUPpOCcl
20th Century Fox Fanfare,20th Century Fox Fanfare,https://api.spotify.com/v1/tracks/4Z9n913mHKPWbsD0n5gEwF,4Z9n913mHKPWbsD0n5gEwF
Inception - Dream Is Collapsing - Theme,Inception - Dream Is Collapsing - Theme,https://api.spotify.com/v1/tracks/01qzIKFnmPwtRJDOlcH7Pb,01qzIKFnmPwtRJDOlcH7Pb
"Also sprach Zarathustra, Op.30, TrV 176: Prelude (Sonnenaufgang)","Strauss, R.: Also sprach Zarathustra; Till Eulenspiegel; Don Juan; Salome's Dance Of The Seven Veils",https://api.spotify.com/v1/tracks/43YwOmGUOS3zzGvj1Feszb,43YwOmGUOS3zzGvj1Feszb
